slug,campo,motivo,tratamiento_publico
qcg-wet-roller-magnetic-separator,Porcentaje de sólidos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
qcg-wet-roller-magnetic-separator,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
drawer-magnet,Abertura o diámetro,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
drawer-magnet,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
drawer-magnet,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
drawer-magnet,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hump-magnet,Abertura o diámetro,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hump-magnet,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hump-magnet,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hump-magnet,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-grid,Abertura o diámetro,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-grid,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-grid,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-grid,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-rod,Abertura o diámetro,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-rod,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-rod,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-rod,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-trap,Abertura o diámetro,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-trap,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-trap,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-trap,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rotary-pipe-magnet,Abertura o diámetro,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rotary-pipe-magnet,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rotary-pipe-magnet,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rotary-pipe-magnet,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
permanent-filter-bar-magnetic-neodymium-rod,Abertura o diámetro,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
permanent-filter-bar-magnetic-neodymium-rod,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
permanent-filter-bar-magnetic-neodymium-rod,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
permanent-filter-bar-magnetic-neodymium-rod,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
high-frequency-screen,Configuración eléctrica o mecánica,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
high-frequency-screen,Condiciones ambientales,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
high-frequency-screen,Compatibilidad de proceso,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
kgla-series-rectifier-control-box,Configuración eléctrica o mecánica,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
kgla-series-rectifier-control-box,Condiciones ambientales,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
kgla-series-rectifier-control-box,Compatibilidad de proceso,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
kxb-mining-explosion-proof-electromagnetic-iron-remover-control-box,Configuración eléctrica o mecánica,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
kxb-mining-explosion-proof-electromagnetic-iron-remover-control-box,Condiciones ambientales,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
kxb-mining-explosion-proof-electromagnetic-iron-remover-control-box,Compatibilidad de proceso,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
qjz-mining-explosion-proof-permanent-magnet-iron-remover-control-box,Configuración eléctrica o mecánica,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
qjz-mining-explosion-proof-permanent-magnet-iron-remover-control-box,Condiciones ambientales,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
qjz-mining-explosion-proof-permanent-magnet-iron-remover-control-box,Compatibilidad de proceso,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover,Alimentación eléctrica,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover,Alimentación eléctrica,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover,Capa de material,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
round-electromagnetic-lifting-magnet,Configuración eléctrica o mecánica,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
round-electromagnetic-lifting-magnet,Condiciones ambientales,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
round-electromagnetic-lifting-magnet,Compatibilidad de proceso,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
